,one,two,three,four,key
4457,-0.420239,1.185908,-1.311962,0.466470,Q
4458,0.131632,-0.080377,-0.390901,0.575771,S
4459,-0.161217,-0.474430,-1.359620,1.681335,J
4460,0.071286,-0.373596,0.770108,0.449068,K
4461,-0.706843,-0.818079,0.817486,-1.617911,X
4462,-0.120571,0.211492,-0.126648,2.841824,D
4463,0.788864,1.108777,1.241134,-2.128590,F
4464,0.754290,0.097399,-0.017753,0.892923,R
4465,1.499514,-0.445544,1.529998,0.368074,A
4466,0.900175,-1.583832,-1.165581,-0.511401,I
4467,1.327191,-0.326537,-0.249673,-0.161689,T
4468,-0.720783,-0.338718,-1.323378,0.552806,I
4469,-2.339232,-1.420335,-0.462598,1.866273,H
4470,-1.445966,1.157316,-0.202561,-0.033800,T
4471,-1.318409,0.865634,0.599511,1.060560,Q
4472,-0.797801,-0.513757,-0.664386,1.402667,I
4473,-0.278598,1.317555,1.097562,-1.621128,F
4474,-0.546220,-0.518837,0.100622,0.514141,G
4475,-0.606957,-1.360331,-0.923273,-1.322128,J
4476,0.085565,-0.217332,-1.140608,1.221404,Z
4477,0.306512,-0.894444,0.486711,-1.317098,K
4478,0.492776,-1.108587,-0.337053,-0.119480,S
4479,2.252345,0.323349,1.065406,1.308805,X
4480,-0.108518,-1.337859,0.632747,-0.379023,Q
4481,0.318501,1.562749,-0.478147,-0.304679,X
4482,0.080170,-2.075451,1.331487,-1.321640,G
4483,0.992575,1.631477,0.715556,-0.584633,G
4484,-1.147646,-1.217998,-1.827129,0.020882,N
4485,0.597468,0.008343,0.065829,0.219601,B
4486,-0.309685,-0.516206,0.154667,-0.654846,V
4487,0.299654,-0.057675,1.072772,-0.794218,L
4488,0.746395,0.265328,-0.340395,-0.712041,P
4489,-0.337999,-1.253217,1.493766,0.800597,X
4490,1.019185,0.087777,-1.163479,-0.167916,M
4491,-0.447030,0.153593,-0.254893,-0.537826,S
4492,0.154972,0.767225,0.713429,0.787629,L
4493,-0.816775,0.695461,1.885811,-1.428341,N
4494,-0.104760,-1.064954,0.751073,0.519767,B
4495,-0.048951,-0.929416,-0.438780,1.193667,G
4496,1.896083,0.560087,-0.610446,1.498152,F
4497,-2.899410,0.533819,1.289925,-2.306672,T
4498,-1.932104,-0.280857,0.167590,-2.118242,E
4499,-0.210164,-0.368577,2.011722,-0.822904,S
4500,1.979567,-1.974922,1.215897,-0.779790,C
4501,-0.133019,0.093158,0.343115,0.768095,J
4502,0.007437,0.204255,-0.688009,-0.306099,N
4503,-0.969858,-2.802611,0.130137,0.279392,T
4504,-2.564227,-1.855070,3.167190,-0.664506,K
4505,0.837847,-0.564972,0.549314,-0.669993,T
4506,-1.643269,-0.364642,-0.486663,-0.786081,O
4507,-1.047332,-0.385277,0.068826,-0.883577,Y
4508,-1.791279,0.028948,0.605725,-0.954982,W
4509,0.541675,0.021898,1.474637,1.011801,C
4510,0.794678,-2.293662,-1.053931,0.338140,K
4511,0.806681,-0.106864,-0.330922,1.374216,R
4512,0.363927,0.505719,0.674579,0.800967,L
4513,-1.087030,0.213091,-0.766941,-0.525953,S
4514,0.696927,-1.199061,-2.407655,-1.805097,W
4515,-1.633664,0.361834,1.049613,-1.323504,R
4516,0.880021,-1.565536,0.603843,0.539714,A
4517,1.024008,0.972302,-0.313729,-0.231652,U
4518,0.711474,0.092717,0.495141,-0.549217,O
4519,-0.189496,-1.561181,-1.095175,-1.203940,C
4520,-0.818134,-2.033299,-0.498264,1.010131,N
4521,1.598073,-0.650181,-0.994508,0.648028,P
4522,-0.183668,0.258391,0.866379,0.310981,Q
4523,2.763499,-0.100441,1.436483,-0.852614,A
4524,-0.372959,-1.144908,-0.496899,0.544929,O
4525,-0.407631,0.777025,0.018615,1.209217,N
4526,-0.989695,-0.628980,0.532395,0.536361,Z
4527,-1.290150,0.678464,-0.603012,-1.270029,L
4528,0.934748,0.224632,0.726515,0.357065,I
4529,0.002789,-0.139119,0.026381,-0.425609,Y
4530,-1.493425,0.222058,-0.818683,1.053792,Q
4531,-0.578233,-0.560164,0.760194,2.170476,V
4532,-0.662643,-0.158437,-0.316907,1.567650,Z
4533,1.049206,-2.051568,0.106050,1.169349,F
4534,0.028015,-0.826474,0.528144,1.405124,M
4535,-0.523461,0.703878,0.500101,-0.371200,N
4536,1.552480,0.245785,-1.163099,-2.067523,P
4537,-2.983933,-1.818418,0.579506,-0.244868,M
4538,1.132807,-0.357110,-1.582083,-0.513677,N
4539,0.546524,0.095264,-0.084130,-1.572750,V
4540,0.325534,0.526559,-0.847407,-0.025809,U
4541,-1.253903,1.008138,-0.750615,-0.373762,O
4542,1.001626,-0.560781,-1.773028,-0.692183,G
4543,0.971726,-0.298665,-1.140197,-1.309394,E
4544,-1.581195,-0.482193,0.818987,-0.502222,N
4545,0.571936,-1.221785,-0.372082,-0.412613,E
4546,-1.675158,0.344078,-0.783875,-0.056677,A
4547,-0.316546,-0.209064,-0.760734,0.252398,C
4548,-0.485598,0.933098,-1.074948,-0.493972,T
4549,-0.953323,-0.322070,1.497496,0.707816,X
4550,-0.170407,0.373953,0.487512,0.983892,P
4551,-1.375321,-2.001725,0.532372,0.320936,P
4552,-0.060803,0.767671,-0.216454,-1.060340,T
4553,1.791537,1.747283,0.731962,-1.346745,D
4554,1.573882,-1.341895,-0.563706,0.106812,M
4555,-0.482568,-0.167963,-0.707841,1.400306,S
4556,-1.807719,1.288489,0.218843,0.954381,O
4557,-2.019850,-1.140083,-1.020625,-0.816064,Q
4558,-0.842261,2.249224,-0.950544,0.734517,H
4559,0.431385,-0.139172,1.040350,0.812343,M
4560,0.638672,-0.082577,-0.837632,-0.040466,A
4561,1.384100,-0.438115,1.139242,-0.306452,A
4562,-0.352197,-1.461250,0.300195,0.320932,U
4563,0.390839,-1.047861,-0.376450,0.073373,B
4564,-1.109554,-0.962625,-1.151925,-0.648213,D
4565,0.840364,-0.275963,0.943041,0.281072,N
4566,-0.078569,-0.877727,-0.474009,0.499014,Q
4567,-0.455258,-0.281297,0.066115,-1.675621,R
4568,0.819999,-1.120849,1.553752,-1.337152,F
4569,0.141166,-1.647694,-0.055424,-0.386841,P
4570,1.047545,-0.587348,0.608912,0.913501,A
4571,0.034299,-0.013959,0.059306,-0.680319,H
4572,0.881361,0.266446,0.224896,0.058477,N
4573,0.255175,-0.144270,-0.137788,0.707731,A
4574,-0.168832,0.625600,0.317841,0.559964,H
4575,0.033812,-1.104838,-1.240259,0.207544,R
4576,-0.024861,0.599398,0.112437,2.033725,I
4577,1.657269,-1.714623,0.270484,-0.903639,N
4578,-2.220256,-0.031403,-1.092336,0.131818,F
4579,1.073788,0.796160,0.213772,1.178804,E
4580,-0.264133,0.149364,-1.438230,-0.256199,W
4581,-0.648203,-0.390166,0.471003,-1.528060,L
4582,1.246059,0.499793,-1.114507,-1.582175,H
4583,-0.162106,-0.403574,0.429776,-2.578817,Y
4584,0.603880,1.554245,1.097568,0.904215,S
4585,-0.507668,-0.274244,-0.447211,-0.278465,G
4586,-1.691903,1.494518,-1.288182,-0.014830,Q
4587,-0.367041,-0.374044,0.599092,-0.702193,L
4588,-0.717117,0.718281,-0.769003,-0.157638,S
4589,0.158716,0.801792,0.263250,-0.043962,G
4590,-0.798287,1.654858,0.708447,0.956010,T
4591,1.607617,0.416396,1.260429,1.676635,K
4592,0.705731,0.392551,0.844748,1.030328,K
4593,0.194537,0.144720,-0.692137,0.457302,D
4594,1.442578,1.562890,-0.141659,0.237636,L
4595,0.535831,0.775748,-0.413026,-0.957014,A
4596,-0.438386,0.442144,0.997539,0.678080,J
4597,-0.917210,-1.194931,-0.687771,-0.187058,B
4598,-1.377040,-1.198158,1.901385,-0.011837,J
4599,1.619410,-1.066645,-0.968244,1.052164,F
4600,-0.329085,-0.809320,0.754580,-1.820334,G
4601,0.267391,1.286770,0.754466,-1.506802,H
4602,-0.381780,0.266633,1.242067,-0.349449,Y
4603,-0.597427,-0.028217,-0.109772,-0.062755,S
4604,0.069170,0.208919,-0.640100,-1.218711,W
4605,1.445202,0.962109,-1.595741,-1.336285,E
4606,-0.374757,0.865037,0.611233,1.998863,F
4607,0.531935,0.858570,0.443717,-0.659031,T
4608,-0.807088,-0.333424,-2.441529,-0.591374,E
4609,-0.044353,1.183211,0.336727,-0.354314,F
4610,-0.571145,-2.386900,-1.645514,-0.588041,B
4611,0.845461,-1.804603,0.731111,-0.639139,Q
4612,1.035660,-1.161920,0.541231,1.765161,F
4613,-0.901010,-1.571115,1.103792,-0.942202,X
4614,1.104870,-0.188880,0.877910,-1.232198,R
4615,0.046190,-1.645704,-0.217471,0.592363,M
4616,1.095989,-1.203785,-0.303580,0.318543,I
4617,-1.021203,0.874688,0.575138,0.488179,G
4618,1.060404,-1.648568,-0.693233,-0.720161,I
4619,-1.637968,-0.724857,0.031291,-0.671867,R
4620,-0.638508,-0.495442,-0.157380,1.441748,H
4621,-0.081858,0.113021,-0.753121,-0.568062,X
4622,1.545527,1.015169,1.202509,0.504826,Y
4623,-2.019809,1.185315,0.506421,0.149082,C
4624,1.726451,0.301190,0.629707,0.074730,W
4625,0.134387,-2.808725,-0.588802,1.407099,U
4626,1.347240,-1.782257,0.928915,-0.249456,P
4627,-0.572221,-1.929417,-0.475660,-0.465024,B
4628,0.333211,-0.995096,-1.903311,0.052342,P
4629,0.695720,-0.768070,-1.983576,0.467331,K
4630,-0.539404,-1.674580,-0.261499,1.163392,I
4631,-1.983489,0.443890,2.334822,0.999355,Q
4632,0.662346,2.128468,-2.600536,-1.235706,X
4633,-0.306937,-0.734441,-0.509407,0.123505,G
4634,1.017127,1.856636,-0.092987,-0.413616,O
4635,-2.460304,0.439886,-2.061852,1.274108,B
4636,-0.932086,-0.869611,0.655100,-1.403138,U
4637,-1.491151,-0.414237,1.422676,-0.251397,W
4638,-2.570855,-0.375528,-0.273426,-0.474041,N
4639,-1.256291,0.579696,1.137584,1.425212,T
4640,-1.264707,1.746120,0.557840,-1.085671,K
4641,-0.234983,-0.189078,-0.094209,0.635987,G
4642,0.771192,1.413373,-0.254216,-0.649944,T
4643,2.079976,0.092721,0.048358,-0.998216,B
4644,-1.274179,-0.792637,-0.555577,-0.451968,H
4645,-1.221520,-0.988540,-0.852566,-1.292352,L
4646,0.796310,-0.262497,-0.811005,0.744315,W
4647,0.956618,-0.836293,-0.430935,-1.092423,U
4648,0.543519,-1.459956,-1.032447,-2.284777,I
4649,-0.831210,-2.761945,0.199046,0.870237,L
4650,-0.946610,-0.301332,1.476754,-0.721622,L
4651,-1.230793,1.542916,1.223710,-1.198923,Q
4652,-0.637339,-1.135396,-0.204075,0.062344,M
4653,1.126169,-0.336284,1.502319,-0.893253,N
4654,1.097053,1.656642,0.815489,0.167724,S
4655,1.142916,0.144478,-1.246271,-1.013219,J
4656,0.770783,0.672727,-0.922749,-0.002307,B
4657,-0.983286,-1.230363,1.150125,0.630556,R
4658,0.403817,0.228829,0.315740,-2.419756,S
4659,0.236300,-1.533698,0.938962,1.301947,T
4660,-0.320518,1.395707,-1.060732,1.474460,B
4661,0.326021,0.475359,0.203612,0.797709,I
4662,1.881164,-1.167552,-0.125316,1.063900,H
4663,-0.334762,0.907849,-1.414248,-1.011660,N
4664,-0.752757,0.810531,-0.254021,0.599263,J
4665,-1.403197,2.308632,1.637189,-0.066459,C
4666,1.046329,-1.095992,0.631926,-0.807566,G
4667,-1.971931,-0.964298,-0.936208,0.727471,P
4668,-0.224259,0.669253,-0.066771,0.719183,V
4669,-0.683232,1.123629,1.394601,1.128076,E
4670,-0.437391,-0.772213,1.428695,0.780359,O
4671,-0.628087,-0.869394,0.453697,0.898596,X
4672,-0.175085,0.083802,0.440663,1.500661,T
4673,-1.063632,0.866567,-0.169446,-2.220689,R
4674,-0.423796,-0.521230,-0.956493,-0.535704,H
4675,0.684054,0.775254,-0.030509,0.014846,W
4676,0.468446,0.105112,0.741974,-0.521260,Q
4677,0.950628,-0.926062,-0.312495,2.030546,Z
4678,-0.195438,0.992938,-1.685637,-0.743748,O
4679,0.318515,-1.096442,-0.934466,1.812231,K
4680,-0.086178,-0.548037,-1.122656,1.576978,R
4681,-0.263699,0.104286,-0.544696,1.290511,D
4682,0.158657,-0.445142,0.613688,-0.209223,W
4683,-0.702459,-2.294688,0.339275,1.318706,W
4684,0.058053,-1.286953,0.207758,-0.740094,R
4685,0.719156,1.506201,0.847410,0.836087,L
4686,0.357415,-0.841062,-1.728157,-0.743713,N
4687,0.064652,0.904474,1.170597,0.136567,S
4688,-2.775188,1.792451,0.684084,-0.767670,J
4689,-2.698015,-0.304070,0.628401,0.238198,I
4690,-1.334248,1.655794,0.425594,-1.208246,G
4691,1.789374,-0.398996,0.378259,0.081905,R
4692,0.368921,-0.596233,0.654735,-0.201212,C
4693,1.068940,1.282559,-0.021554,-0.320730,C
4694,0.938382,1.422959,-1.861468,0.709447,Q
4695,-0.531844,-0.270055,1.379111,-2.314164,B
4696,1.195242,0.087391,-0.628816,0.207497,U
4697,-0.637804,1.335052,-1.588130,2.141983,Y
4698,2.151590,0.885134,0.789879,-0.545381,U
4699,0.960686,-1.988633,-1.289788,1.199213,X
4700,-0.256084,-0.130267,0.591490,0.479998,S
4701,1.075500,0.121550,-0.954964,-1.855251,W
4702,0.725339,-0.471403,1.898897,-1.438138,U
4703,-0.363895,-0.745012,-0.953024,0.449623,R
4704,0.961632,-0.066193,0.048150,-0.388403,X
4705,-0.442791,-0.630499,-0.977269,-0.102038,U
4706,1.573082,-0.189233,-0.355549,1.069371,Z
4707,1.025049,-0.195496,-0.711311,-0.033245,F
4708,-1.366913,1.827018,-0.124459,-1.191235,S
4709,-0.611730,0.227754,0.847638,-0.950239,Q
4710,0.234923,-0.999406,-0.975703,-0.754257,H
4711,1.258748,0.591051,-1.116435,-0.354405,I
4712,0.586824,0.228339,-0.253080,-0.705466,W
4713,1.783914,-0.895970,-0.583494,-1.183618,W
4714,-1.849191,-0.315567,-0.018073,-1.069332,P
4715,-1.450932,0.515120,0.551579,0.900576,G
4716,1.222889,0.467325,0.283630,-1.039235,M
4717,1.209280,0.324743,0.119062,-0.554016,F
4718,-2.753376,0.952875,-0.716089,-1.005912,Y
4719,-0.156345,0.038573,1.431020,1.165887,T
4720,-0.146678,1.103598,-1.924283,-0.022093,I
4721,-0.151133,0.843460,-0.364099,0.101746,A
4722,1.084434,-0.153031,0.340079,-0.917135,D
4723,-0.702297,0.526286,-0.421712,-1.547840,A
4724,1.211493,2.141054,1.069126,-0.696462,S
4725,0.204696,1.071000,0.783782,2.004699,Z
4726,-0.660756,1.082744,-0.383771,1.230166,B
4727,-0.472412,0.488786,-0.933028,-1.043278,T
4728,0.215515,-2.102670,-0.429297,1.269208,N
4729,0.052953,-0.383376,1.034698,0.900649,H
4730,-1.438205,0.480455,-0.328586,1.588528,R
4731,0.307028,-0.377156,-0.569170,-0.448287,Y
4732,-0.274083,1.472292,-0.589090,-1.033660,Y
4733,0.566449,1.792951,-0.660076,-0.717259,E
4734,0.670041,0.564961,-0.988869,-0.406483,P
4735,-0.257431,-1.011570,-1.094981,-0.653599,Q
4736,-1.813248,0.910728,2.566678,0.492457,D
4737,0.420644,-1.339107,1.009853,1.310382,R
4738,-0.844916,0.711064,1.865331,0.208989,X
4739,-0.096980,-0.045509,-0.743663,0.281669,R
4740,0.665683,0.806949,0.146662,-0.760577,K
4741,0.433464,0.667394,-1.518995,-1.077389,S
4742,0.519707,0.110686,-2.164368,0.434180,X
4743,0.082204,-1.942012,0.215156,0.126731,X
4744,0.667143,1.320640,1.297181,0.653947,U
4745,1.596089,-0.544528,-0.998815,-1.242153,T
4746,-0.413401,1.323654,0.766618,-0.029820,B
4747,1.056830,0.313780,-0.165129,-0.647287,H
4748,0.293335,-1.452266,0.616860,1.055843,X
4749,0.931470,0.824660,-0.100861,-0.439718,V
4750,-0.330205,-0.103357,0.764300,-0.627739,S
4751,1.250990,-1.047341,-0.377976,-0.184837,S
4752,0.775968,-2.124445,-1.008286,-1.354490,Z
4753,1.794329,-0.076471,1.358153,0.270842,S
4754,0.399829,-1.708829,-0.973009,0.304035,T
4755,0.113921,0.770737,0.178661,-1.107193,V
4756,0.971245,0.877613,-0.358191,-0.185561,K
4757,0.045739,-1.047866,-1.851657,-0.546688,P
4758,-0.705317,-0.057524,-0.910072,-0.754655,U
4759,0.960871,0.166603,-0.391956,-0.270249,R
4760,0.336892,1.578856,-0.149962,0.679192,P
4761,0.802790,0.894084,-0.025113,0.135336,V
4762,-0.459991,-0.944929,-0.748129,0.748617,F
4763,0.268572,0.505360,-0.697282,-0.413052,X
4764,0.395898,1.384312,-0.518800,0.732268,M
4765,-0.764332,-1.237322,-1.310105,0.703960,N
4766,0.941222,-2.083907,-0.122902,-1.029717,N
4767,1.045796,1.240825,-0.785599,0.018338,D
4768,-0.632444,0.186615,0.227421,-1.046858,Q
4769,0.203153,1.405913,-0.317079,-1.062330,O
4770,-1.084759,-0.905696,0.133296,1.541468,Z
4771,-0.507543,-1.551137,-0.349371,-0.289985,B
4772,0.324284,0.130440,-0.434074,-0.223447,A
4773,-0.015389,-0.179615,-1.017667,1.947118,Q
4774,-0.691157,1.092347,0.150506,-1.093612,F
4775,-0.303664,0.602228,0.552025,-0.139065,C
4776,-1.864065,1.312509,-0.457789,0.338574,F
4777,-0.622072,0.596422,-0.432741,-0.175988,W
4778,-0.302355,0.001979,0.722458,0.193839,M
4779,-1.228055,0.064679,-0.686242,0.646072,M
4780,1.449414,-0.178219,0.299165,-0.301514,P
4781,0.195784,-2.076215,2.358291,-0.008801,C
4782,0.515197,0.405575,0.103194,-1.917764,G
4783,-0.104656,-0.682469,-0.967918,-1.612358,R
4784,0.443377,0.703383,-0.018912,1.243635,Y
4785,-0.226488,-1.076608,-0.522436,0.236280,G
4786,0.597383,-2.340006,-0.963620,-2.627847,F
4787,-0.955519,-0.236521,0.597661,1.460903,O
4788,-0.552794,-0.384757,0.547313,0.224766,W
4789,-0.175428,-0.418370,0.750675,-0.167817,I
4790,0.608436,-0.050935,-0.004881,0.343396,L
4791,-0.449061,-0.817379,-0.737576,-0.059908,Z
4792,-0.834284,-0.931568,-1.971254,-0.399671,M
4793,-0.046009,0.611291,0.234570,0.601083,N
4794,-2.058142,-0.171403,-0.191087,-0.896003,S
4795,0.846954,0.069236,0.442760,-0.702437,M
4796,-0.695051,-0.707248,-1.430640,-1.009739,L
4797,1.249097,0.430047,-0.953110,-0.863767,X
4798,1.815992,0.366750,-0.734183,0.513217,X
4799,1.611932,0.334483,0.592776,1.608216,K
4800,-1.030815,-0.338743,0.698266,0.043814,I
4801,0.061304,-2.057436,0.823604,0.781655,O
4802,1.085225,-0.355023,1.105675,-0.406963,V
4803,0.134097,0.343213,0.395355,0.972785,M
4804,0.966705,1.506296,-1.548088,-0.351484,C
4805,-0.301078,-0.554860,0.226161,-1.322785,V
4806,1.424566,1.176718,0.215744,0.353711,T
4807,1.046655,-0.239516,-0.913539,0.365678,S
4808,0.114273,0.813886,0.821550,-1.852660,Z
4809,-0.852000,0.939298,1.171719,1.020682,R
4810,0.112332,1.511141,0.357755,-0.099528,E
4811,0.317373,1.145777,-0.346637,-0.711872,Q
4812,0.258828,-0.659460,1.274165,0.635890,C
4813,0.984362,-1.329494,0.404748,-0.827893,J
4814,0.138343,-0.175996,0.559477,1.429118,H
4815,0.837138,1.609214,0.854991,-0.193619,B
4816,1.534369,0.923685,0.198923,-0.306838,A
4817,3.611350,1.198574,0.933342,-0.352964,X
4818,1.464564,-0.080926,0.745402,1.024984,O
4819,-0.097681,-0.078499,1.270581,1.158842,K
4820,1.100898,-0.267232,0.005609,0.015996,H
4821,-1.293626,-0.361512,0.732842,0.595009,E
4822,-0.675305,-0.132291,0.928882,-1.356399,S
4823,0.136312,1.417107,0.352827,2.418292,E
4824,-0.499080,1.916493,0.336734,-0.857803,T
4825,0.208032,-2.458956,0.093659,-0.973884,P
4826,2.154306,-1.158459,0.797625,0.547998,P
4827,-0.074580,-0.612734,0.503412,-0.300918,R
4828,-1.771460,1.005436,-1.380868,0.920654,E
4829,-0.911126,0.361105,0.110672,0.540152,R
4830,-2.825358,-0.528379,0.153312,-0.344180,S
4831,0.177421,-0.406120,1.339425,0.879517,J
4832,1.779612,-0.302992,-0.167395,1.801391,Y
4833,-1.018847,2.931124,0.100147,0.804107,F
4834,0.222106,-0.087398,-2.044702,0.842339,W
4835,0.290729,-0.503780,-2.589752,1.119270,F
4836,1.399967,1.143926,-1.563437,-1.351868,X
4837,-1.412682,-0.696228,2.336146,0.357854,R
4838,0.065860,1.058517,1.838339,-0.458856,L
4839,0.005240,1.023741,0.889883,1.907841,L
4840,0.234923,0.313050,1.146579,-1.098696,K
4841,0.993176,1.456012,1.889331,0.229724,O
4842,-0.568206,-0.923702,1.355614,0.792414,P
4843,-0.500783,0.454703,0.969262,-2.755369,C
4844,0.780396,-1.025470,1.833825,0.499501,B
4845,0.294838,0.376088,0.154738,1.936197,T
4846,-0.842158,1.053062,-0.596619,-0.547520,S
4847,-0.897024,1.438731,2.213213,-0.091018,P
4848,-0.195792,-0.392760,-1.815482,0.695961,C
4849,-0.174534,0.410931,0.104633,1.443344,X
4850,0.502751,-2.290981,0.653269,-0.509357,S
4851,-1.167107,0.668188,-0.594158,-0.513771,D
4852,-0.335357,-0.529604,-0.547175,-0.137657,A
4853,0.097856,1.708692,-0.105650,-0.755703,Q
4854,-0.494207,0.958015,-1.162830,1.080752,J
4855,-0.950845,-0.323262,0.684493,-1.260008,E
4856,-0.176829,-0.779747,0.455202,-1.523940,W
4857,0.548228,0.827464,0.667640,0.233625,O
4858,-1.392319,0.835119,-1.331080,1.517561,Y
4859,-0.458767,-0.384223,0.787553,0.016914,U
4860,0.650943,0.295700,-0.214788,-0.068282,B
4861,1.180959,-0.927300,0.342275,1.239255,L
4862,-0.741593,-0.374105,0.187020,0.586625,Z
4863,0.457601,-1.200243,-0.917079,0.424379,R
4864,0.538627,-0.804312,-1.366008,-0.063003,O
4865,-0.303834,0.280129,0.614272,0.014408,F
4866,-1.061498,0.252429,2.303784,0.539094,N
4867,1.457137,-0.522136,1.392493,-1.742299,W
4868,-1.125627,-0.540801,0.783970,-0.565807,Z
4869,0.551008,-0.429885,0.217600,0.460583,V
4870,-1.057305,-0.158094,0.147280,0.861418,S
4871,0.084855,-0.214171,1.045197,-0.156123,G
4872,0.202463,0.184774,-0.959175,0.067782,W
4873,-1.423679,-0.411106,-2.178913,-1.351682,K
4874,-1.176382,-0.654220,0.744738,1.030317,L
4875,0.061418,-2.183630,0.250519,0.007402,U
4876,0.015483,1.300742,-1.094605,-0.373244,R
4877,0.135603,0.938472,1.159569,1.062044,C
4878,0.180029,0.750672,1.563198,0.368886,I
4879,-0.051775,-0.701323,-0.038340,-0.699599,Y
4880,0.923974,0.545611,0.396278,0.980563,Z
4881,-0.398886,-0.624782,-0.075084,-0.312407,L
4882,0.033553,0.671962,-0.716099,0.867520,N
4883,1.562244,-0.157562,0.241767,0.273320,M
4884,0.418427,0.539177,1.057894,0.335959,F
4885,-0.298962,-0.291123,-0.395264,-1.688007,S
4886,1.178724,0.487618,-0.735531,0.997421,P
4887,0.209090,0.309998,2.407993,0.676411,U
4888,1.286655,-1.119162,0.268721,-0.331092,K
4889,-1.694946,-0.716039,0.892635,-1.101425,Z
4890,1.021398,1.011906,-0.354322,2.209629,M
4891,-0.681994,0.168340,-1.605112,-0.474968,B
4892,0.665771,1.748540,0.486828,0.514060,P
4893,-0.421769,-0.054424,-0.820585,-1.786989,Q
4894,-0.378427,-0.425086,-0.768827,0.300286,D
4895,-1.273114,0.053785,-1.494747,0.305041,T
4896,-0.791981,1.670393,0.452504,0.270989,Q
4897,-0.175225,-0.352453,-0.001225,-0.905256,H
4898,1.104044,0.514196,-1.076748,-0.977078,G
4899,-0.276184,-0.794640,0.949659,-1.416941,G
4900,-1.149260,1.498312,0.091961,-0.167861,R
4901,-0.361513,-0.407899,-0.319164,-0.659954,X
4902,1.533245,0.415372,-1.447901,-1.831103,X
4903,1.183452,0.814175,-0.294529,-0.360714,S
4904,0.650441,0.725989,0.850312,0.752464,O
4905,-1.823493,-1.250429,-0.176407,0.353680,H
4906,1.313331,2.091369,0.505819,-1.358801,H
4907,0.063277,-0.105380,-0.726617,-0.547541,F
4908,0.445812,0.104642,0.594125,0.226541,U
4909,-0.478187,-0.003176,0.294593,-2.100981,R
4910,-2.072269,-0.136133,0.517599,0.281779,Y
4911,-0.532681,-1.626385,0.550553,-1.210671,C
4912,1.391292,0.027386,-0.560427,2.766422,L
4913,-2.650612,-0.527786,-0.941141,0.841120,K
4914,-1.592766,-0.917392,0.135858,0.481166,N
4915,0.130139,0.344374,-0.832778,-1.651341,N
4916,1.252275,0.254541,1.335345,-0.182409,X
4917,0.780691,0.427525,0.827098,0.647397,E
4918,0.613416,-0.561558,0.303544,-0.481544,Z
4919,-0.976212,-0.505793,-0.326357,-0.367165,A
4920,0.582167,-0.125235,-0.978393,-0.556279,Z
4921,-0.598828,0.399640,-0.209481,0.907016,P
4922,-0.349967,-0.309828,-0.319850,1.359700,L
4923,0.918243,-0.127707,-0.305374,-2.217647,X
4924,1.137681,0.834021,-1.245622,-0.083447,X
4925,-0.088460,1.546447,1.583952,-1.317778,J
4926,-1.129474,-0.472990,0.203302,0.013622,N
4927,-0.871209,-0.601512,0.522871,-0.762105,C
4928,-0.050187,1.482686,0.611750,-0.744189,Q
4929,-0.994083,1.184156,0.125782,-1.039642,R
4930,1.792445,-0.763785,2.499093,0.452299,A
4931,1.568682,0.606914,0.691842,-0.487340,D
4932,1.614768,-0.005954,-0.767933,0.044322,J
4933,0.634253,-1.264647,0.924297,-1.300712,W
4934,0.801214,0.131691,-0.248345,-1.040965,Z
4935,0.432648,-0.350864,-1.729544,0.337015,Q
4936,0.179597,0.940764,-3.285666,-1.063413,A
4937,0.021843,-0.155466,-1.441327,0.919142,V
4938,1.199084,-1.149415,0.091018,0.626843,W
4939,0.091548,0.694692,0.832887,0.493548,J
4940,1.154590,-0.247086,-1.003477,0.988923,I
4941,-1.363256,0.025376,-0.372373,0.152678,U
4942,-2.107298,0.128086,-0.303315,-2.116041,I
4943,-1.235922,-0.356456,-1.367935,0.589302,T
4944,-1.846189,-1.734349,0.545376,-0.603818,H
4945,-0.850479,0.861149,-0.562233,0.338197,S
4946,-1.106917,-0.043117,0.302271,-0.530836,X
4947,2.014963,0.237614,0.532149,0.369326,A
4948,-0.313551,0.606111,1.054124,-0.992070,Q
4949,0.733908,-1.146092,-0.465753,0.597463,L
4950,-0.506590,-0.201886,-0.213616,0.576279,T
4951,0.798453,0.373628,-1.454920,1.166327,F
4952,-1.878857,0.176959,2.350339,1.270812,A
4953,0.513122,-0.152796,2.912281,-0.445173,D
4954,-0.680935,0.819772,-0.581289,0.785155,F
4955,1.618239,-0.277761,0.916614,1.359630,Z
4956,-0.357004,-0.717636,0.013872,-0.558278,U
4957,-0.122435,-0.633567,1.540552,1.264971,B
4958,-0.146905,-0.635498,-1.040318,-0.791241,N
4959,-0.881461,0.613122,-0.500965,0.720231,F
4960,-0.134049,0.094427,-0.614741,1.273947,C
4961,-0.302773,0.011338,0.928317,0.175464,M
4962,0.354072,0.338583,-1.077045,-0.250393,K
4963,-0.699857,-0.861664,-2.102305,0.139563,K
4964,-0.100170,-1.009783,-1.972658,0.246367,Z
4965,0.000274,0.835464,-0.510914,0.926060,O
4966,-0.482671,0.778097,0.781843,-1.110809,W
4967,1.680891,-1.331140,1.108154,-1.288917,O
4968,0.313251,-0.811144,-1.460150,-0.275853,P
4969,2.831550,-0.470874,-0.964177,-0.339157,O
4970,0.591576,-0.474831,2.258903,0.498462,R
4971,2.149942,0.600075,1.435142,0.891129,R
